split,lon,lat,name_loc,aux_bioclim_01,aux_bioclim_02,aux_bioclim_03,aux_bioclim_04,aux_bioclim_05,aux_bioclim_06,aux_bioclim_07,aux_bioclim_08,aux_bioclim_09,aux_bioclim_10,aux_bioclim_11,aux_bioclim_12,aux_bioclim_13,aux_bioclim_14,aux_bioclim_15,aux_bioclim_16,aux_bioclim_17,aux_bioclim_18,aux_bioclim_19,aux_corine_frac_111,aux_corine_frac_112,aux_corine_frac_121,aux_corine_frac_122,aux_corine_frac_123,aux_corine_frac_124,aux_corine_frac_131,aux_corine_frac_132,aux_corine_frac_133,aux_corine_frac_141,aux_corine_frac_142,aux_corine_frac_211,aux_corine_frac_212,aux_corine_frac_213,aux_corine_frac_221,aux_corine_frac_222,aux_corine_frac_223,aux_corine_frac_231,aux_corine_frac_241,aux_corine_frac_242,aux_corine_frac_243,aux_corine_frac_244,aux_corine_frac_311,aux_corine_frac_312,aux_corine_frac_313,aux_corine_frac_321,aux_corine_frac_322,aux_corine_frac_323,aux_corine_frac_324,aux_corine_frac_331,aux_corine_frac_332,aux_corine_frac_333,aux_corine_frac_334,aux_corine_frac_335,aux_corine_frac_411,aux_corine_frac_412,aux_corine_frac_421,aux_corine_frac_422,aux_corine_frac_423,aux_corine_frac_511,aux_corine_frac_512,aux_corine_frac_521,aux_corine_frac_522,aux_corine_frac_523,aux_corine_frac_1,aux_corine_frac_2,aux_corine_frac_3,aux_corine_frac_4,aux_corine_frac_5,aux_corine_frac_11,aux_corine_frac_12,aux_corine_frac_13,aux_corine_frac_14,aux_corine_frac_21,aux_corine_frac_22,aux_corine_frac_23,aux_corine_frac_24,aux_corine_frac_31,aux_corine_frac_32,aux_corine_frac_33,aux_corine_frac_41,aux_corine_frac_42,aux_corine_frac_51,aux_corine_frac_52,aux_total_population,aux_pop_density,aux_maxdist_road,aux_meandist_road,aux_corine_frac_lowlevel_top_1,aux_corine_frac_lowlevel_top_2,aux_corine_frac_lowlevel_top_3,aux_corine_frac_lowlevel_top_4,aux_corine_frac_lowlevel_top_5,aux_corine_frac_midlevel_top_1,aux_corine_frac_midlevel_top_2,aux_corine_frac_midlevel_top_3,aux_corine_frac_highlevel_top_1,aux_corine_frac_highlevel_top_2,aux_corine_frac_highlevel_top_3
train,-7.796500781270221,54.63601108737685,unlabelled-sample_10_train,8.200000000000001,6.4,40.0,36.08,17.0,1.0,16.0,4.6000000000000005,9.4,12.9,3.9,1312.0,153.0,75.0,23.0,429.0,237.0,273.0,397.0,0.0,0.0,0.0856137407149008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3945017503062643,0.0,0.0,0.0,0.0,0.0086156105175786,0.0,0.0,0.0,0.0,0.0,0.0,0.5112688984612562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856137407149008,0.0,0.403117360823843,0.5112688984612562,0.0,0.0,0.0856137407149008,0.0,0.0,0.0,0.0,0.0,0.0,0.3945017503062643,0.0086156105175786,0.0,0.5112688984612562,0.0,0.0,0.0,14.0,2.0,4999.0,4289.0,corine_frac_412,corine_frac_312,corine_frac_121,corine_frac_324,corine_frac_131,corine_frac_41,corine_frac_31,corine_frac_12,corine_frac_4,corine_frac_3,corine_frac_1
train,-7.77567490586757,54.21265142357029,unlabelled-sample_11_train,7.1000000000000005,6.800000000000001,40.0,37.5,16.6,-0.3,16.900000000000002,3.3000000000000003,8.4,12.1,2.7,1390.0,161.0,84.0,21.0,446.0,264.0,292.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3423.0,1910.0,corine_frac_412,corine_frac_523,corine_frac_522,corine_frac_241,corine_frac_231,corine_frac_41,corine_frac_14,corine_frac_22,corine_frac_4,corine_frac_5,corine_frac_2
train,-7.766229780130798,54.254081553042155,unlabelled-sample_12_train,8.700000000000001,6.800000000000001,40.0,36.61,17.900000000000002,1.2000000000000002,16.7,4.9,10.0,13.5,4.3,1295.0,153.0,75.0,22.0,422.0,240.0,267.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979583915098971,0.0,0.0,0.0,0.0,0.0,0.2152803934043587,0.0190193078352179,0.0061156055427231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616263017078031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979583915098971,0.2404153067822998,0.3616263017078031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979583915098971,0.0,0.2342997012395767,0.0061156055427231,0.0,0.3616263017078031,0.0,0.0,0.0,38.0,5.0,2001.0,699.0,corine_frac_231,corine_frac_412,corine_frac_312,corine_frac_313,corine_frac_321,corine_frac_23,corine_frac_41,corine_frac_31,corine_frac_2,corine_frac_4,corine_frac_3
test,-7.757511418024839,54.47748913314744,unlabelled-sample_13_test,8.9,6.6000000000000005,40.0,36.07,17.8,1.6,16.2,5.2,10.1,13.6,4.5,1241.0,145.0,71.0,22.0,404.0,226.0,259.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407757405006856,0.0,0.0,0.0,0.0,0.138180417662618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8210438418366963,0.0,0.0,0.0,0.0,0.0407757405006856,0.138180417662618,0.0,0.8210438418366963,0.0,0.0,0.0,0.0,0.0,0.0,0.0407757405006856,0.0,0.138180417662618,0.0,0.0,0.0,0.0,0.8210438418366963,0.0,4.0,0.0,4272.0,2993.0,corine_frac_512,corine_frac_311,corine_frac_231,corine_frac_521,corine_frac_322,corine_frac_51,corine_frac_31,corine_frac_23,corine_frac_5,corine_frac_3,corine_frac_2
test,-7.755802606366229,54.58871811278491,unlabelled-sample_14_test,8.5,6.4,39.0,36.12,17.3,1.2000000000000002,16.1,4.9,9.7,13.2,4.2,1272.0,148.0,73.0,22.0,415.0,231.0,265.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741360578152773,0.0,0.0,0.2736321288803586,0.0,0.0,0.1448644631494624,0.0,0.0,0.0,0.0,0.1073673501549016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7477681866956359,0.2522318133043641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741360578152773,0.2736321288803586,0.1448644631494624,0.1073673501549016,0.0,0.0,0.0,0.0,0.0,32.0,5.0,2459.0,839.0,corine_frac_231,corine_frac_243,corine_frac_312,corine_frac_324,corine_frac_131,corine_frac_23,corine_frac_24,corine_frac_31,corine_frac_2,corine_frac_3,corine_frac_5
train,-7.745538452412959,54.65111351695998,unlabelled-sample_15_train,8.5,6.4,39.0,36.11,17.2,1.1,16.1,4.800000000000001,9.7,13.1,4.1000000000000005,1267.0,147.0,72.0,22.0,413.0,230.0,265.0,381.0,0.0,0.0,0.0419379215756394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472316729067256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768240836775551,0.0523837693682253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816225524718543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419379215756394,0.4472316729067256,0.2292078530457804,0.2816225524718543,0.0,0.0,0.0419379215756394,0.0,0.0,0.0,0.0,0.4472316729067256,0.0,0.0,0.2292078530457804,0.0,0.2816225524718543,0.0,0.0,0.0,64.0,9.0,4999.0,4508.0,corine_frac_231,corine_frac_412,corine_frac_321,corine_frac_322,corine_frac_121,corine_frac_23,corine_frac_41,corine_frac_32,corine_frac_2,corine_frac_4,corine_frac_3
test,-7.742177804062575,54.58043313891768,unlabelled-sample_16_test,8.4,6.4,39.0,36.07,17.2,1.1,16.1,4.7,9.6,13.0,4.0,1283.0,149.0,74.0,22.0,418.0,234.0,267.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6169083060943249,0.0,0.0,0.0028459643807878,0.0,0.0,0.1781356829313468,0.0,0.0346464603475363,0.0,0.0,0.167463586246004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6197542704751128,0.3802457295248872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6169083060943249,0.0028459643807878,0.1781356829313468,0.2021100465935403,0.0,0.0,0.0,0.0,0.0,13.0,2.0,3654.0,1952.0,corine_frac_231,corine_frac_312,corine_frac_324,corine_frac_321,corine_frac_243,corine_frac_23,corine_frac_32,corine_frac_31,corine_frac_2,corine_frac_3,corine_frac_4
train,-7.736847235466716,54.65701835351243,unlabelled-sample_17_train,8.700000000000001,6.300000000000001,39.0,36.08,17.5,1.5,16.0,5.1000000000000005,9.9,13.4,4.4,1232.0,143.0,70.0,23.0,402.0,223.0,258.0,369.0,0.0,0.0,0.0142864019034629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5754242813446161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920898800487229,0.0684605160854642,0.0,0.006940837531605,0.0,0.0,0.0,0.0,0.0,0.0,0.1427980830861287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142864019034629,0.5754242813446161,0.2674912336657921,0.1427980830861287,0.0,0.0,0.0142864019034629,0.0,0.0,0.0,0.0,0.5754242813446161,0.0,0.0,0.2674912336657921,0.0,0.1427980830861287,0.0,0.0,0.0,77.0,11.0,4999.0,4733.0,corine_frac_231,corine_frac_321,corine_frac_412,corine_frac_322,corine_frac_121,corine_frac_23,corine_frac_32,corine_frac_41,corine_frac_2,corine_frac_3,corine_frac_4
train,-7.731136074393391,54.70239642739421,unlabelled-sample_18_train,8.5,6.300000000000001,39.0,36.12,17.2,1.3,15.9,4.9,9.6,13.2,4.2,1246.0,144.0,71.0,22.0,406.0,226.0,262.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7270159882913294,0.0,0.0,0.0024899567050835,0.0,0.0,0.0,0.0,0.0,0.03966457873547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308294762681171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729505944996413,0.03966457873547,0.2308294762681171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7270159882913294,0.0024899567050835,0.0,0.03966457873547,0.0,0.2308294762681171,0.0,0.0,0.0,65.0,10.0,5000.0,5000.0,corine_frac_231,corine_frac_412,corine_frac_322,corine_frac_243,corine_frac_312,corine_frac_23,corine_frac_41,corine_frac_32,corine_frac_2,corine_frac_4,corine_frac_3
test,-7.695215514142929,54.56289132998331,unlabelled-sample_19_test,8.700000000000001,6.5,39.0,36.46,17.6,1.3,16.3,5.0,9.9,13.4,4.3,1241.0,143.0,71.0,22.0,402.0,227.0,261.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706605519039322,0.0,0.0,0.0818994615135715,0.0,0.0,0.0659282923625125,0.0,0.0815116942199835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525600134175038,0.1474399865824961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706605519039322,0.0818994615135715,0.0659282923625125,0.0815116942199835,0.0,0.0,0.0,0.0,0.0,68.0,10.0,3214.0,1873.0,corine_frac_231,corine_frac_243,corine_frac_321,corine_frac_312,corine_frac_112,corine_frac_23,corine_frac_24,corine_frac_32,corine_frac_2,corine_frac_3,corine_frac_5
train,-7.694915354203007,54.35647757026744,unlabelled-sample_20_train,8.5,6.7,40.0,36.62,17.7,1.1,16.6,4.800000000000001,9.8,13.3,4.1000000000000005,1283.0,150.0,74.0,22.0,416.0,238.0,267.0,389.0,0.0,0.0070267518309148,0.0,0.0,0.0,0.0,0.0413341692862128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8117387398280095,0.0,0.0,0.0,0.0,0.0,0.0283585964503813,0.0,0.0,0.0,0.0,0.1115417426044815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483609211171276,0.8117387398280095,0.1399003390548629,0.0,0.0,0.0070267518309148,0.0,0.0413341692862128,0.0,0.0,0.0,0.8117387398280095,0.0,0.0283585964503813,0.1115417426044815,0.0,0.0,0.0,0.0,0.0,351.0,53.0,1675.0,506.0,corine_frac_231,corine_frac_324,corine_frac_131,corine_frac_312,corine_frac_112,corine_frac_23,corine_frac_32,corine_frac_13,corine_frac_2,corine_frac_3,corine_frac_1
train,-7.689731374179186,54.34037756261909,unlabelled-sample_21_train,8.700000000000001,6.7,40.0,36.82,17.900000000000002,1.3,16.6,5.0,10.0,13.5,4.3,1266.0,149.0,73.0,22.0,411.0,235.0,263.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242943959724523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130699398803963,0.0,0.0,0.0,0.0,0.0,0.0442835902573044,0.0,0.0,0.0,0.0,0.1183520738898469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242943959724523,0.8130699398803963,0.1626356641471513,0.0,0.0,0.0,0.0,0.0242943959724523,0.0,0.0,0.0,0.8130699398803963,0.0,0.0442835902573044,0.1183520738898469,0.0,0.0,0.0,0.0,0.0,108.0,16.0,2338.0,976.0,corine_frac_231,corine_frac_324,corine_frac_312,corine_frac_131,corine_frac_522,corine_frac_23,corine_frac_32,corine_frac_31,corine_frac_2,corine_frac_3,corine_frac_1
